vibration_x,vibration_y,vibration_z,vibration_axial,noise_level,temp_bearing_1,temp_bearing_2,temp_motor,temp_gearbox,temp_housing,current_phase_a,current_phase_b,current_phase_c,voltage_a,voltage_b,voltage_c,pressure_inlet,pressure_outlet,pressure_mid,rotation_speed,humidity,operating_hours,oil_quality_index,equipment_age_years,outdoor_installed,status
5.161,5.212,5.41,4.506,6.818,64.98,68.72,68.5,67.73,68.78,23.001,22.333,22.513,22.757,22.088,22.644,4.386,4.296,4.171,1269.7,26.6,7141.1,78.61,5.38,No,Normal
7.81,7.181,8.102,8.949,7.45,58.73,61.46,60.23,59.17,61.88,21.695,21.11,20.862,20.378,21.002,21.303,4.456,4.827,4.879,1534.3,24.5,956.1,93.8,2.28,Yes,Normal
8.098,7.605,6.755,7.083,8.008,65.96,66.98,61.34,64.72,65.45,23.943,23.924,24.786,23.526,23.597,22.74,4.582,5.191,4.628,1328.8,31.9,927.1,88.32,0.74,Yes,Failure
7.381,6.507,7.595,7.114,7.28,70.46,68.34,69.33,67.23,68.94,20.874,20.859,21.66,21.55,20.774,22.213,4.904,4.624,4.623,1568.0,56.3,5533.6,80.27,6.27,No,Warning
7.092,6.69,7.83,6.548,8.269,60.11,60.65,57.59,62.02,61.71,20.384,20.911,21.227,21.21,22.989,20.668,4.61,4.454,4.174,1407.1,46.0,1985.6,107.63,11.37,Yes,Normal
6.778,5.814,7.89,7.3,7.004,70.85,70.04,71.49,73.16,69.8,20.781,21.144,19.666,21.105,20.468,19.778,4.633,4.816,4.486,1413.2,49.3,4054.8,106.18,2.34,No,Normal
8.084,7.172,6.315,7.444,8.627,68.07,72.58,69.91,70.51,68.6,21.032,20.01,20.6,21.337,20.491,20.27,4.932,4.911,4.664,1325.9,56.7,4468.0,103.52,4.1,No,Warning
7.076,6.91,7.305,6.129,7.121,76.41,,70.55,76.86,70.79,23.491,23.817,23.25,23.3,24.209,24.422,4.711,5.047,5.195,1309.4,32.7,4867.9,63.95,8.63,Yes,Failure
5.183,4.927,5.336,5.19,5.105,66.17,66.91,69.43,64.96,68.44,23.092,21.272,22.486,21.847,22.317,22.716,4.31,4.228,4.358,1314.8,46.6,6290.8,84.08,13.1,Yes,Normal
6.739,6.709,6.951,7.981,6.606,66.05,58.3,58.07,61.19,65.85,20.324,21.594,21.251,21.567,21.238,21.215,4.955,4.583,4.211,1350.4,56.8,4695.1,91.07,6.74,Yes,Normal
6.337,7.17,41.54630723838645,6.472,7.514,62.56,60.57,63.4,65.38,62.52,24.052,24.43,24.149,23.452,23.992,22.665,4.58,4.266,4.458,1449.0,48.5,1056.0,67.55,8.27,No,Failure
7.356,7.603,7.49,7.513,7.995,67.01,,66.85,66.62,68.95,20.36,20.059,19.81,19.306,21.258,19.352,4.723,4.572,4.757,1600.4,38.7,1587.4,95.78,4.49,No,Warning
6.296,5.712,5.575,5.328,6.277,67.89,73.44,70.04,69.11,72.24,21.31,21.043,22.222,21.318,20.384,20.573,4.802,4.54,4.491,1210.4,56.7,1192.4,,12.88,No,Warning
5.828,6.078,6.228,5.602,5.667,68.08,69.34,63.87,68.62,68.06,21.081,20.974,20.737,20.773,21.016,20.785,4.584,4.538,4.669,1733.4,30.5,3829.5,109.78,13.62,No,Normal
5.634,6.079,4.864,5.704,6.449,62.47,,65.48,66.73,63.33,23.02,22.804,23.235,22.737,22.536,23.419,4.443,4.33,4.115,1502.4,20.3,569.8,79.49,5.55,No,Normal
5.693,4.275,6.128,5.52,4.725,63.05,60.93,57.5,62.44,64.37,20.968,22.865,21.293,23.106,22.102,21.613,4.228,3.971,4.519,1538.7,61.3,454.7,92.94,11.48,No,Normal
6.784,7.032,6.846,6.572,7.037,68.67,64.43,62.25,65.71,67.69,21.286,21.416,21.48,21.394,21.946,20.411,4.636,4.552,4.709,1511.5,42.2,3655.2,92.31,11.03,No,Normal
6.694,6.61,7.766,6.838,7.921,71.93,72.15,75.63,69.01,75.74,21.274,20.323,21.123,21.071,21.396,20.941,5.086,4.704,4.79,1913.1,34.9,4691.8,89.54,12.55,No,Warning
4.874,4.607,5.313,4.772,5.11,65.17,70.42,72.13,72.31,76.05,22.702,24.648,23.127,23.59,23.697,23.628,4.495,4.499,4.793,1552.2,47.7,5726.1,67.5,11.66,Yes,Warning
5.573,5.941,5.182,4.494,5.472,71.79,69.44,71.09,74.2,69.53,23.0,23.858,22.879,22.568,22.595,22.475,4.688,4.282,4.496,1523.2,51.9,872.0,86.21,11.17,No,Warning
5.689,5.531,6.277,5.258,5.31,64.37,61.52,60.92,62.36,60.98,22.732,22.305,22.811,23.238,23.154,23.698,4.031,3.635,4.14,1714.1,63.6,161.1,72.62,1.0,No,Normal
5.129,5.265,4.541,5.592,5.431,66.19,71.12,70.19,69.52,68.73,22.57,23.42,23.343,23.052,24.326,24.107,4.299,4.416,4.662,1595.5,34.2,2373.3,80.21,5.97,No,Warning
5.108,4.85,5.293,5.708,5.347,70.18,73.27,74.53,73.78,69.75,22.603,23.693,23.257,22.868,-42.731840153050165,22.788,4.417,4.366,4.425,1627.9,53.4,957.5,60.92,11.97,No,Warning
7.562,7.635,6.58,8.018,6.538,62.14,58.34,63.9,55.35,59.83,23.425,22.07,22.239,22.081,23.089,22.028,4.618,4.573,4.389,1390.3,59.7,3027.8,90.0,5.08,No,Warning
4.372,4.563,5.073,4.709,4.467,63.52,59.75,60.76,63.29,59.73,19.227,19.475,20.479,19.34,19.738,19.837,4.292,3.949,4.125,1490.8,42.3,2444.7,103.26,11.19,No,Normal
5.343,6.488,4.678,5.252,4.949,62.98,60.85,63.23,61.43,64.23,23.6,23.329,23.791,23.642,23.803,24.079,4.118,4.272,3.968,1419.4,31.1,3565.5,82.64,4.64,No,Normal
7.127,7.191,7.894,7.94,7.854,68.72,65.17,63.76,66.83,64.97,21.174,22.261,21.578,22.45,21.699,21.388,4.791,4.672,4.819,1481.7,32.4,2346.2,74.53,12.08,No,Warning
6.113,7.068,7.062,6.89,7.041,68.82,70.6,67.76,69.46,70.1,22.854,22.375,22.941,23.068,23.723,23.352,4.598,4.606,4.4,1538.5,53.1,5090.2,71.1,10.85,No,Warning
7.799,6.97,7.132,6.993,6.91,70.59,70.57,66.81,66.87,68.16,20.881,20.634,19.159,21.19,20.933,21.384,4.888,4.802,4.534,1449.3,62.1,1422.5,96.42,14.26,No,Warning
6.487,7.792,7.019,7.079,6.939,65.22,66.16,68.86,67.44,68.15,23.469,22.242,22.124,22.089,22.468,21.185,4.599,4.777,4.945,1625.8,43.4,2537.0,77.96,7.07,No,Warning
5.948,6.493,4.406,5.646,5.135,63.95,65.67,64.53,62.39,68.66,23.268,22.627,22.975,22.011,23.057,22.848,4.399,4.156,4.276,1630.6,,1840.6,83.76,3.74,Yes,Warning
5.196,5.794,5.034,4.428,4.867,69.63,70.1,71.26,72.44,72.56,23.611,21.537,22.64,22.894,21.76,21.801,4.605,4.214,4.447,1508.7,,6026.3,83.89,0.96,No,Normal
6.438,7.871,7.875,6.962,7.87,59.7,63.81,61.74,58.75,58.03,22.571,,22.352,22.937,23.057,22.174,4.551,4.393,4.737,1709.4,33.0,2641.3,97.13,12.83,No,Warning
6.588,7.739,6.191,5.946,6.715,70.46,72.24,66.8,71.48,72.3,21.509,20.313,20.55,20.672,20.741,20.086,4.762,5.026,4.803,1621.2,64.3,3619.7,95.23,5.51,No,Warning
5.415,5.721,4.096,6.212,5.359,71.79,69.81,73.68,68.8,64.93,21.63,21.006,22.174,21.708,20.799,21.716,4.531,4.884,4.295,1316.3,50.2,2879.0,88.44,5.71,No,Normal
6.811,6.197,6.416,6.946,7.318,64.61,63.48,61.04,62.13,62.08,22.64,21.11,22.353,22.708,22.183,21.34,4.789,4.752,4.381,1356.7,27.1,9388.4,78.39,10.26,Yes,Warning
7.182,7.043,7.063,6.702,7.796,64.6,70.52,68.71,67.16,62.59,24.109,24.193,24.067,23.468,24.756,23.565,4.164,4.465,4.495,1367.4,39.3,2817.1,64.96,11.7,No,Failure
6.62,6.882,6.238,6.764,6.095,57.08,57.32,65.49,62.52,62.43,19.499,20.793,20.445,20.559,20.841,20.466,4.071,4.349,4.117,1500.7,49.2,964.9,91.4,9.09,No,Normal
6.959,6.359,5.237,6.017,6.514,65.25,66.3,63.06,66.4,65.13,20.922,21.555,21.481,21.461,21.303,21.474,4.472,4.792,4.563,1448.5,39.0,908.2,71.57,3.78,No,Warning
6.834,6.517,6.825,5.851,6.246,65.83,62.69,65.03,66.62,57.28,21.284,20.714,21.147,21.708,20.747,20.388,4.343,4.602,4.666,1451.5,41.1,6459.3,90.74,6.73,No,Normal
5.646,4.391,4.806,5.403,5.256,65.45,67.64,71.7,63.25,68.34,21.091,21.47,21.114,21.744,21.134,22.156,4.492,4.51,4.825,1394.4,42.8,9391.0,93.97,12.08,No,Normal
6.132,4.933,5.078,5.512,6.19,64.55,63.15,63.6,59.23,61.41,20.802,23.064,23.755,22.201,22.29,22.717,4.243,4.152,4.353,1589.5,42.6,3545.3,74.72,11.35,Yes,Normal
6.221,5.872,5.402,5.644,6.089,75.19,72.81,72.38,73.82,74.76,24.297,23.829,23.031,23.109,21.874,23.097,4.578,4.546,4.806,1559.8,27.8,3315.3,72.21,11.18,Yes,Failure
5.922,7.104,7.26,5.67,5.846,78.36,74.36,72.49,77.24,73.81,19.594,,19.265,19.313,20.665,20.458,5.015,4.846,4.553,1562.4,43.6,2591.9,94.09,3.82,No,Warning
7.501,7.637,6.997,7.946,6.648,69.73,71.86,71.47,72.58,70.89,21.569,21.805,21.48,21.454,21.139,20.535,4.904,4.911,4.78,1412.9,43.3,1470.4,101.33,7.61,No,Warning
4.947,5.418,5.522,5.321,5.809,66.72,67.23,71.55,69.26,69.23,20.256,21.058,20.42,21.17,20.105,20.526,4.327,4.277,4.443,1581.9,44.9,3125.0,81.78,8.13,No,Normal
7.889,7.386,7.285,8.384,8.763,60.72,62.44,61.01,64.48,60.59,22.648,22.692,21.864,21.777,22.186,23.565,4.816,4.666,4.729,1620.0,38.6,968.8,69.82,0.89,Yes,Warning
7.975,8.228,9.046,7.568,7.338,60.56,60.38,62.11,62.99,62.89,22.611,22.88,23.495,23.388,23.758,23.195,4.66,4.246,4.665,1535.6,46.3,16777.0,70.84,2.1,No,Failure
5.999,4.777,5.206,5.919,5.839,61.82,58.8,57.55,65.97,56.8,20.73,20.261,20.377,19.935,20.136,21.081,4.171,3.897,4.247,1540.9,28.9,486.6,92.98,13.83,,Normal
5.269,6.052,5.346,5.489,4.906,66.76,60.41,69.03,64.97,65.55,23.336,22.594,23.524,23.842,23.42,22.59,4.285,4.306,4.022,1524.9,40.8,697.9,76.13,8.66,No,Warning
4.676,5.15,5.75,5.557,4.94,70.12,77.76,74.05,75.23,74.82,22.795,23.775,24.683,23.989,23.579,24.704,4.665,4.33,4.541,1513.6,47.9,1068.5,63.79,5.31,No,Warning
8.278,7.684,7.292,7.442,7.339,74.16,72.01,70.31,73.12,71.9,20.613,22.383,22.912,20.97,21.917,21.565,4.962,5.148,5.19,1297.9,42.0,5150.3,83.72,11.11,Yes,Failure
5.144,5.436,5.093,5.926,5.692,69.69,69.97,67.48,68.81,70.82,20.407,20.913,20.603,20.977,21.561,20.75,4.404,4.317,4.662,1584.7,43.8,1038.6,97.82,9.75,No,Normal
5.08,4.949,4.928,4.445,5.107,64.48,63.54,65.47,64.75,64.05,23.279,22.594,22.478,22.369,23.489,21.438,4.326,4.111,4.459,1564.8,46.0,6800.1,93.42,13.18,No,Normal
7.697,7.714,8.612,7.227,7.208,69.32,65.23,68.29,72.82,67.39,21.526,22.062,22.24,21.324,20.964,22.679,4.898,4.935,4.731,1353.3,39.5,1694.7,,13.37,Yes,Failure
5.533,5.737,5.434,5.385,5.013,66.78,63.78,61.89,64.63,63.8,22.6,21.806,22.264,21.557,21.992,22.201,4.473,3.992,4.376,1374.5,36.6,1030.7,73.81,2.32,No,Normal
5.992,6.205,6.124,6.396,4.613,62.75,63.9,64.46,63.49,63.96,22.227,21.888,21.494,21.827,23.025,21.696,4.013,4.583,4.18,1547.4,36.3,1155.9,87.1,12.31,Yes,Normal
7.611,6.806,7.892,8.981,8.523,73.29,72.02,69.27,75.14,75.52,22.685,23.472,22.608,22.782,23.145,23.697,5.315,4.864,4.765,1355.2,,1314.5,68.96,1.98,No,Failure
6.4,7.535,7.121,6.355,5.527,64.61,65.19,64.34,65.35,67.34,23.97,23.665,24.447,23.552,23.479,24.461,4.824,4.576,4.635,1503.1,37.0,2350.5,66.76,12.7,No,Warning
7.851,8.416,7.431,7.726,6.827,66.97,68.1,69.73,67.76,66.09,21.51,,20.471,21.381,20.819,22.036,4.673,5.18,4.74,1618.2,38.0,3576.2,101.39,9.64,No,Warning
6.099,5.712,5.86,5.069,5.64,66.84,62.93,58.56,61.67,64.85,21.561,22.375,23.287,23.218,22.733,22.953,4.213,4.082,4.326,1663.4,49.0,503.7,77.45,9.39,No,Normal
6.606,5.491,5.196,5.399,6.112,76.21,76.44,75.36,72.82,74.23,22.017,22.379,22.124,22.48,21.742,22.117,4.641,5.006,5.058,1425.5,58.9,1357.3,83.87,14.85,Yes,Warning
7.03,7.82,7.725,6.804,7.822,72.28,76.17,72.31,75.65,75.26,23.994,23.561,23.991,23.686,24.05,24.089,5.132,4.827,5.056,1340.5,37.9,4134.7,70.42,13.64,Yes,Failure
5.436,6.288,6.564,6.261,5.696,69.67,64.25,67.6,66.66,71.81,21.458,22.28,22.292,22.406,22.621,21.704,4.719,4.318,4.532,1549.1,33.5,6197.2,89.58,1.67,No,Normal
5.166,5.193,4.727,5.216,6.406,71.86,69.72,72.03,72.75,71.91,22.634,21.516,22.756,22.819,22.039,22.855,4.631,4.513,4.76,1298.3,40.4,1021.1,85.91,5.44,No,Normal
8.252,8.029,6.634,7.618,7.762,64.29,64.65,64.61,64.1,66.9,21.857,19.848,19.997,20.829,20.71,20.784,4.755,4.723,4.682,1334.8,47.5,6759.2,86.66,8.6,No,Warning
5.256,6.102,6.532,5.308,5.866,60.88,60.8,62.09,60.57,58.91,21.991,22.656,22.52,21.061,23.388,20.949,4.262,4.221,4.341,1476.8,52.8,590.1,88.41,13.22,No,Normal
4.874,5.495,5.522,5.551,5.17,64.75,69.7,66.49,67.46,69.98,22.335,23.122,23.522,22.774,23.108,22.916,4.326,4.268,4.46,1697.9,41.4,6036.8,88.16,4.25,No,Normal
7.649,7.448,6.148,6.048,6.918,72.24,71.15,72.48,71.52,74.47,21.872,21.412,21.55,20.552,21.562,21.314,4.622,4.962,4.827,1432.4,39.5,5154.3,88.04,8.5,Yes,Warning
7.236,7.525,8.196,7.776,7.3,69.3,74.05,73.0,73.64,71.85,22.531,22.76,23.138,23.057,22.874,23.519,4.844,4.703,5.073,1563.0,16.0,6075.9,72.14,2.28,Yes,Failure
5.071,4.926,4.667,5.419,4.872,71.23,69.72,69.49,69.33,68.69,23.487,23.344,24.175,24.603,23.964,23.118,4.385,4.494,4.369,1458.6,63.7,987.6,70.25,13.99,No,Warning
6.43,8.083,8.678,9.553,7.515,62.77,62.25,59.65,63.11,61.57,20.881,21.556,20.082,20.748,21.541,21.534,4.432,4.846,4.226,1404.3,44.7,800.3,105.29,7.64,No,Warning
7.197,7.743,7.491,8.047,7.695,65.97,,64.08,67.56,60.95,20.452,19.819,20.692,19.901,19.945,20.436,4.602,5.2,4.772,1565.5,,6300.4,87.54,14.93,No,Normal
5.539,4.722,5.613,6.502,4.795,65.46,68.21,65.27,63.99,67.68,23.052,24.265,23.509,22.799,22.878,23.416,4.078,4.361,4.35,1722.7,37.5,1330.1,69.48,9.5,No,Warning
7.653,8.031,7.53,8.015,7.443,66.14,68.55,66.26,68.6,67.63,20.145,20.006,19.841,20.528,19.722,21.448,5.07,4.401,4.986,1517.1,44.9,4334.3,95.16,11.94,No,Warning
7.852,6.506,7.52,7.176,7.678,68.74,74.56,73.6,76.83,73.55,22.658,23.576,24.203,24.085,22.008,24.36,4.893,4.775,5.075,1457.1,49.7,3999.6,76.55,12.83,Yes,Failure
6.487,5.575,5.902,5.898,5.97,62.31,,68.38,67.2,63.08,22.429,23.553,22.7,23.135,23.247,23.716,4.571,3.918,4.52,1513.8,40.2,11842.4,78.13,7.07,No,Normal
7.517,8.197,8.629,6.963,6.697,60.81,65.33,68.13,67.44,68.42,22.81,22.663,22.502,22.761,23.456,24.562,4.823,4.77,4.745,1264.6,29.6,1820.3,64.3,14.68,No,Failure
6.004,6.74,6.954,7.765,6.279,77.84,73.26,75.35,77.76,74.82,22.986,22.923,22.295,23.604,23.077,22.904,4.905,5.227,4.863,1572.3,70.4,1965.6,80.82,4.37,Yes,Failure
7.405,8.017,7.048,6.848,7.709,68.14,65.63,68.98,60.67,63.3,23.539,23.358,23.228,23.929,24.364,24.441,4.756,4.313,4.975,1311.1,48.0,4463.5,73.77,11.41,No,Warning
6.258,6.451,5.791,7.024,6.232,61.8,61.62,61.31,65.62,65.06,21.655,21.092,21.637,21.359,20.814,20.561,4.292,4.671,4.131,1487.4,51.1,2734.7,92.15,1.76,No,Normal
6.366,7.088,6.443,6.935,5.519,67.51,70.59,67.12,68.03,66.81,20.483,20.824,20.65,19.934,20.851,20.427,4.506,4.561,4.74,1419.8,43.5,4909.0,89.71,4.02,No,Normal
6.628,6.614,6.873,6.979,7.222,67.34,62.0,66.72,67.59,63.23,20.256,19.954,19.905,20.217,21.12,21.063,4.452,4.525,4.551,1489.8,54.4,2331.0,106.17,9.95,No,Normal
5.06,4.907,4.528,4.975,5.041,70.3,65.43,62.84,67.85,65.76,23.153,23.799,22.992,23.184,22.388,23.471,4.261,4.236,4.592,1501.2,40.6,3964.3,83.92,14.14,No,Normal
7.522,7.325,7.414,6.987,7.905,73.58,77.7,75.29,70.99,75.24,21.985,20.406,21.85,20.893,22.543,22.225,5.134,5.083,5.293,1321.4,44.7,2871.3,91.78,13.85,No,Failure
5.467,4.888,6.252,5.435,5.625,61.4,61.72,64.75,59.41,57.41,23.515,23.434,24.748,23.798,23.712,24.21,4.421,4.193,3.993,1395.1,62.7,602.8,73.17,4.52,Yes,Normal
6.524,5.659,6.214,5.028,6.058,68.06,63.84,66.71,70.73,67.41,23.371,22.35,23.43,24.237,22.385,23.477,4.555,4.635,4.722,1410.6,53.0,1223.3,69.6,4.52,No,Warning
7.404,7.722,5.553,7.288,7.597,66.37,64.75,68.95,66.59,71.87,21.203,21.989,20.759,20.135,21.855,21.063,5.104,4.798,4.652,1233.5,42.1,2084.9,103.01,4.73,Yes,Warning
7.712,7.111,8.044,7.894,8.304,61.39,60.91,62.83,60.22,63.85,19.587,19.183,19.801,19.911,21.156,20.122,4.71,4.403,5.157,1497.5,62.0,6930.7,95.59,6.59,No,Normal
7.07,7.244,7.77,6.729,7.784,68.1,64.91,69.02,66.86,67.75,20.429,21.241,20.49,21.467,20.031,21.068,4.603,4.713,5.204,1512.4,42.8,3825.6,74.81,11.52,No,Warning
6.307,6.798,6.364,5.816,5.636,63.65,68.22,63.19,66.38,66.78,23.054,22.843,21.766,21.639,21.682,22.241,4.588,4.396,4.482,1359.4,28.1,1338.2,79.32,2.57,Yes,Warning
5.641,6.365,6.541,5.699,6.071,64.08,64.41,64.28,66.03,63.78,21.739,21.772,21.178,21.924,20.955,21.004,4.148,4.551,4.35,1592.4,46.2,6380.4,89.02,5.79,No,Normal
6.998,6.515,6.413,5.506,5.966,66.04,67.37,68.98,66.82,65.51,21.754,20.648,20.509,21.405,20.908,21.001,4.581,4.796,4.132,1360.7,47.2,1053.2,90.03,3.18,Yes,Normal
8.517,7.267,7.628,7.514,7.967,70.58,71.74,66.55,71.35,72.78,22.613,23.512,22.775,23.025,22.652,23.396,5.199,4.84,5.146,1391.7,43.2,4386.4,75.24,8.39,No,Failure
6.94,6.925,7.282,7.862,7.347,60.84,63.36,63.18,67.92,64.96,24.727,23.125,23.606,24.064,24.106,24.197,4.612,4.13,4.703,1411.7,29.1,10280.5,68.53,10.03,No,Failure
5.684,4.515,4.195,4.861,4.907,64.83,61.54,64.73,69.52,63.17,22.927,23.443,23.04,22.554,23.103,23.825,3.858,4.402,4.382,1511.7,35.1,3455.4,89.74,3.49,No,Normal
7.193,6.315,6.174,6.794,6.282,65.23,67.76,63.16,67.91,68.52,19.815,20.381,20.025,20.721,19.995,18.863,4.839,4.492,4.637,1362.8,51.7,1694.6,103.79,11.56,No,Warning
5.759,6.482,6.848,6.744,6.402,62.38,64.62,63.27,64.44,64.26,22.785,22.067,21.609,22.043,22.127,21.912,4.364,4.333,4.493,1310.7,41.6,1102.3,83.45,10.14,Yes,Normal
7.684,7.632,7.297,6.495,6.92,73.57,73.06,76.33,74.34,73.56,23.316,24.52,24.895,24.427,24.061,24.083,5.08,4.96,4.934,1282.6,32.5,4261.0,69.44,9.45,No,Failure
6.604,6.707,5.861,6.604,6.342,76.09,72.22,74.84,72.07,70.74,22.997,22.315,23.24,22.336,23.11,23.398,4.601,4.875,4.825,1264.0,40.4,2178.4,77.37,6.55,Yes,Warning
7.699,7.958,7.897,7.459,6.655,65.24,65.21,66.88,65.78,66.78,19.022,21.068,20.345,20.042,20.358,21.754,4.721,4.669,4.666,1268.0,43.4,5491.2,93.76,11.19,No,Warning
6.276,5.911,5.738,5.128,3.983,71.19,,72.11,70.05,70.66,22.187,22.174,23.16,21.606,21.665,22.03,4.299,4.324,4.852,1547.7,58.4,817.9,82.11,12.79,Yes,Normal
6.684,5.668,5.761,6.514,6.464,77.78,72.95,74.17,77.02,76.41,21.969,22.256,21.831,21.453,23.176,21.452,5.074,4.885,4.848,1371.7,,1183.2,88.41,14.04,No,Warning
6.763,7.316,7.478,7.293,7.489,62.91,64.65,63.09,66.82,62.51,21.864,23.217,20.813,21.606,21.557,21.137,4.574,4.418,4.574,1414.4,59.0,1862.3,94.14,7.17,Yes,Warning
6.408,6.53,7.315,5.183,5.725,59.79,64.86,62.81,62.01,62.42,22.439,23.552,23.034,24.225,23.69,23.201,4.28,4.293,4.196,1467.3,33.7,1289.5,70.26,3.28,Yes,Warning
5.756,5.205,5.56,4.051,6.167,75.9,74.06,72.38,70.47,76.24,23.2,23.983,24.226,23.871,23.809,24.743,4.482,4.45,4.65,1649.4,49.0,1407.6,60.19,10.64,No,Warning
6.825,7.293,7.406,6.413,6.958,68.02,67.85,65.99,70.12,65.79,22.654,22.952,23.041,23.565,23.558,22.962,4.576,4.571,4.63,1453.5,46.1,867.4,69.55,8.67,No,Failure
5.174,5.408,5.755,6.803,6.691,67.8,63.8,66.98,67.41,66.85,19.483,21.592,20.944,21.566,20.341,20.012,4.522,4.471,4.288,1371.4,21.8,9377.5,86.48,12.52,No,Normal
7.004,4.989,7.679,6.341,6.998,58.58,,61.21,61.54,61.26,21.932,22.702,24.11,21.906,23.448,22.959,4.338,4.4,4.416,1506.2,46.9,681.2,79.02,10.15,Yes,Warning
6.691,4.865,5.223,5.845,5.726,74.61,72.46,64.85,74.07,72.9,23.002,24.725,23.597,23.761,23.47,23.373,4.486,4.747,4.732,1557.4,,1098.9,89.07,4.84,Yes,Warning
5.547,6.061,5.795,6.432,6.407,68.68,64.1,63.32,70.43,61.92,23.37,23.231,22.488,23.405,23.076,24.373,4.604,4.48,4.402,1378.5,26.4,1066.8,77.92,14.37,No,Warning
7.949,6.587,7.885,7.189,7.277,69.0,68.31,65.89,67.68,66.67,22.945,23.218,23.081,23.131,23.248,22.961,5.054,4.953,4.605,1562.9,37.9,6655.4,,7.73,No,Failure
7.236,6.996,7.798,7.586,6.467,72.02,71.86,71.23,71.78,72.24,21.881,19.951,20.937,20.405,21.101,22.142,5.054,4.994,5.231,1673.2,34.1,6457.9,97.4,11.12,No,Warning
8.258,7.612,7.888,7.047,7.381,72.42,74.29,71.04,67.34,71.07,23.758,24.036,22.901,24.185,23.597,23.751,4.811,5.312,5.198,1422.8,51.6,5712.3,73.0,0.52,No,Failure
4.786,5.841,5.64,5.978,5.868,63.53,62.98,62.47,60.43,60.02,23.125,22.005,22.528,22.63,23.658,21.864,4.248,3.876,4.422,1505.9,58.7,1369.5,73.45,2.32,No,Normal
6.212,6.69,6.46,6.446,7.147,67.74,73.18,70.47,68.69,67.05,19.727,20.872,20.711,21.444,21.772,21.097,4.727,4.62,4.659,1438.8,56.5,1865.6,104.68,8.63,,Warning
5.045,4.316,4.92,5.471,5.277,75.14,71.46,69.5,68.55,69.35,20.109,20.966,20.615,21.295,20.305,21.447,4.358,4.492,4.543,1666.1,64.3,2586.4,94.65,5.74,No,Normal
7.088,6.627,7.433,6.616,7.696,61.7,64.54,61.37,62.58,66.75,20.506,20.216,21.379,20.835,20.717,20.757,4.334,4.648,4.191,1327.8,40.3,4999.1,95.28,12.12,No,Normal
7.553,8.35,7.822,7.298,7.31,65.14,61.74,64.22,67.81,62.8,22.69,22.242,21.53,22.441,22.132,21.662,4.633,4.58,4.352,1380.1,53.8,5709.9,76.5,0.84,Yes,Warning
7.67,7.388,7.426,7.273,7.195,69.48,68.89,67.94,67.33,64.89,23.879,23.28,23.379,23.617,22.606,23.218,4.688,4.525,4.875,1568.4,51.9,1554.2,84.3,14.92,No,Failure
5.575,6.298,6.959,6.471,6.552,72.74,76.27,73.53,72.33,74.87,20.836,21.29,20.735,21.668,21.581,19.995,4.87,4.893,4.565,1585.1,58.2,9065.7,92.4,5.58,Yes,Warning
7.716,7.223,8.21,7.917,6.448,68.46,74.27,70.71,72.99,72.6,22.315,22.3,21.576,22.038,21.725,21.059,4.879,4.713,4.936,1607.3,53.1,3976.5,80.59,5.5,No,Warning
5.295,5.983,4.94,5.28,4.745,63.8,65.98,70.56,63.16,65.16,23.138,24.635,24.68,23.825,24.268,23.14,4.121,4.234,4.159,1514.0,52.7,2377.3,82.36,10.7,Yes,Normal
6.314,5.987,6.558,6.301,6.901,60.97,64.08,63.72,61.96,61.32,20.113,22.005,21.767,20.525,20.746,19.698,4.492,4.619,4.572,1740.9,47.5,3522.3,96.37,5.98,No,Normal
7.773,7.414,7.862,7.603,7.526,68.67,71.41,73.13,74.25,72.24,23.001,24.484,23.515,24.707,23.999,24.634,4.916,5.15,5.009,1468.2,57.0,2914.9,78.16,8.34,No,Failure
6.366,5.893,6.469,7.202,5.789,66.29,72.54,71.02,75.28,69.74,21.607,22.022,21.832,22.736,22.998,21.729,4.729,4.607,5.133,1499.8,70.9,3646.8,91.04,13.08,No,Warning
6.986,5.769,6.184,6.928,6.616,62.24,64.54,64.53,61.58,62.94,19.545,20.149,19.595,20.57,20.807,19.176,4.22,4.304,4.476,1457.1,38.3,5338.4,99.05,2.99,No,Normal
6.663,6.699,5.927,6.784,5.942,71.52,72.84,69.53,70.59,72.07,23.213,22.723,22.205,21.592,22.445,21.6,4.789,4.465,4.352,1458.2,51.1,961.6,67.11,8.18,Yes,Warning
4.172,5.308,4.767,4.765,4.86,68.56,71.95,70.79,65.71,70.11,19.638,19.616,19.299,18.928,19.629,20.36,4.126,4.495,4.22,1443.7,40.6,760.7,101.63,14.3,Yes,Normal
6.667,4.76,6.51,6.892,5.944,69.15,66.01,62.8,65.05,69.62,20.856,19.816,20.725,20.645,20.96,19.994,4.482,4.479,4.653,1339.8,53.5,3621.9,91.88,13.75,No,Normal
7.342,7.226,6.478,6.798,6.72,72.54,68.94,67.34,70.92,68.58,22.264,22.661,21.892,22.556,22.27,21.217,4.897,4.78,5.065,1487.2,44.6,6105.8,79.41,8.09,Yes,Warning
6.827,6.061,5.258,4.669,6.602,63.94,64.23,65.33,61.05,60.96,22.864,21.959,21.626,23.273,22.936,22.778,4.291,4.229,4.307,1579.0,,8511.6,88.8,14.61,Yes,Normal
